,token,lemma,POS,frequency(M),frequency(F),Mean frequency(M),Mean frequency(F),Chi2,p-value(Chi2),LL,p-value(LL),Welch's t,p-value(Welch's t)
937,feel,feel,VERB,36,128,0.02404809619238477,0.03968992248062016,6.255106354130008,0.012383581330967917,6.66128619360947,0.009852977478039163,-2.3377071880975446,0.019444010555603432
938,feel,feel,VERB,21,54,0.014028056112224449,0.01674418604651163,0.24435213317621085,0.6210802949254892,0.24832739541175908,0.6182552798214924,-0.6367720938400372,0.5243041861415654
939,feeling,feel,VERB,4,10,0.0026720106880427524,0.0031007751937984496,0.004472748568578014,0.9466783410999177,0.004451662139648815,0.9468039931776164,-0.22226441240225606,0.8241176703595542
940,felt,feel,VERB,10,9,0.006680026720106881,0.0027906976744186047,3.084403187842597,0.07904625903319222,2.8582269337395214,0.09090765305494843,1.9648739701537554,0.0494873945641731
941,feels,feel,VERB,6,13,0.004008016032064128,0.004031007751937985,0.04947633366067853,0.823977010076403,0.05019139235391468,0.822730570921151,-0.011610580523502213,0.9907367958846601
942,better,well,ADJ,188,459,0.12558450233800936,0.14232558139534884,1.428122564829676,0.23207108139900046,1.4470310936563777,0.22900493669432254,-1.198194487127865,0.2309014710079216
943,Better,well,ADJ,3,2,0.002004008016032064,0.00062015503875969,0.8116974341346661,0.3676188792166787,0.7521743315904899,0.38578869649023273,1.1496080376379012,0.250363592565558
944,class,class,NOUN,23,37,0.015364061456245824,0.011472868217054264,1.0674370236604092,0.3015250798447935,1.0339427742830436,0.3092344190345475,0.8105334852998245,0.4176744921859621
945,classes,class,NOUN,32,53,0.02137608550434202,0.016434108527131782,1.3041692471664295,0.2534530647505513,1.2658144626814511,0.26055335488339587,0.882179733883053,0.37772454284537815
946,more,more,ADJ,1104,2330,0.7374749498997996,0.7224806201550388,1.0719125004120218,0.3005138565372576,1.066937981564969,0.3016381088917891,0.46176197044145256,0.6442733059059309
947,boys,boy,NOUN,342,750,0.22845691382765532,0.23255813953488372,0.0008566418506833637,0.9766504936577747,0.0008568455619036852,0.9766477183348944,-0.14457347774525345,0.885053811374191
948,boy,boy,NOUN,15,32,0.01002004008016032,0.00992248062015504,0.00468268820962339,0.945443205672798,0.004695371632658318,0.945369485400381,0.028503965835143363,0.9772614100952168
949,Boys,boy,NOUN,3,9,0.002004008016032064,0.0027906976744186047,0.02572361902259318,0.8725771399537346,0.026059258530152563,0.8717556824240082,-0.49952888132583895,0.6174301290064108
950,scientific,scientific,ADJ,20,31,0.013360053440213761,0.009612403100775194,1.1358451385847463,0.2865319856109796,1.0965742699613017,0.2950191399153852,0.8959464538090482,0.3703270519082934
951,articles,article,NOUN,5,13,0.0033400133600534404,0.004031007751937985,0.004812827431220822,0.9446914905986193,0.004834324527186795,0.9445683055091241,-0.32413810912206004,0.7458478386508144
952,article,article,NOUN,5,3,0.0033400133600534404,0.0009302325581395349,2.3127739201898954,0.12831488069522468,2.114277267995172,0.1459309319556471,1.8738982494276046,0.06100618313455861
953,materials,material,NOUN,23,61,0.015364061456245824,0.01891472868217054,0.4350544896986006,0.5095191524144058,0.4441205904510648,0.5051402977094708,-0.7558464169517599,0.44977900195051035
954,material,material,NOUN,17,27,0.011356045424181697,0.008372093023255815,0.7827985622693842,0.37628660422868987,0.7582350053070535,0.3838814382192196,0.7085772952280189,0.47862182266572817
955,founded,found,VERB,6,13,0.004008016032064128,0.004031007751937985,0.04947633366067853,0.823977010076403,0.05019139235391468,0.822730570921151,-0.0077091663405873855,0.9938493619236737
956,strategies,strategy,NOUN,1,6,0.0006680026720106881,0.0018604651162790699,0.31803335583930953,0.5727919299031987,0.3410618148832383,0.5592169625665919,-0.8737614057975922,0.38229265446655014
957,strategy,strategy,NOUN,14,29,0.009352037408149633,0.008992248062015503,0.0001323339959926717,0.9908216165749366,0.0001322716599634205,0.9908237784764752,0.09684292630676741,0.9228552454706005
958,thinking,thinking,NOUN,18,29,0.012024048096192385,0.008992248062015503,0.7658152124894041,0.38151477132297396,0.7426895380193592,0.3888006830065609,0.9189892247498228,0.3581481679715587
959,understand,understand,VERB,104,220,0.06947227788911156,0.06821705426356589,0.05985917601044664,0.8067186571118723,0.05964372507508031,0.8070599360952277,0.13966972118664686,0.8889269099907229
960,understand,understand,VERB,30,53,0.02004008016032064,0.016434108527131782,0.6898370792894986,0.40621980160989557,0.6744203390951213,0.41151470753996,0.82799856834463,0.4077131732018223
961,understanding,understand,VERB,7,12,0.004676018704074816,0.0037209302325581397,0.07411364577793393,0.7854388596505144,0.07294618264041808,0.7870944694569619,0.4823216696801168,0.6295998213774083
962,understands,understand,VERB,2,8,0.0013360053440213762,0.00248062015503876,0.18534762012785203,0.6668172948847817,0.19318648119492887,0.6602776644273796,-0.7960358556753961,0.4260512279345059
963,understood,understand,VERB,2,5,0.0013360053440213762,0.0015503875968992248,0.06301871412566705,0.8017868292663739,0.061558114686621535,0.8040500117988012,-0.17813414792760024,0.8586252692320538
964,understood,understand,VERB,5,14,0.0033400133600534404,0.004341085271317829,0.04947296442286534,0.8239829053923812,0.05018795253201225,0.8227365445783085,-0.4593226041035149,0.6460236705071085
965,person,person,NOUN,226,677,0.1509686038744155,0.20992248062015503,16.288782625699028,5.4384948321409565e-05,16.966404222769924,3.8047140104099095e-05,-2.932201541412674,0.003381857731823989
966,persons,person,NOUN,42,71,0.028056112224448898,0.02201550387596899,1.5384770742846188,0.2148446320082017,1.4955585326538312,0.2213560209249177,1.1125646804825373,0.26595209644891243
967,Person,person,NOUN,1,4,0.0006680026720106881,0.00124031007751938,0.004013201457863536,0.9494879336918634,0.004044647325051248,0.9492906891282429,-0.5625650448886043,0.5737578170472637
968,both,both,DET,444,986,0.2965931863727455,0.30573643410852713,0.035126910551592595,0.8513299745234002,0.03517383084166337,0.8512318736174214,-0.4738354584247903,0.635639163019939
969,Both,both,DET,41,63,0.02738810955243821,0.01953488372093023,2.813469934841544,0.09347598815326191,2.707834476793341,0.09985646087596474,1.694551468876782,0.0902265075161794
970,both,both,DET,3,7,0.002004008016032064,0.0021705426356589145,0.06317174619729272,0.801551327924026,0.06192653836924367,0.8034764774432586,-0.10570164487371181,0.9158235669101831
971,same,same,ADJ,552,1442,0.3687374749498998,0.4471317829457364,12.035126968683326,0.0005220727804002712,12.306970139244669,0.0004512699152038889,-3.382801623973391,0.0007233434697840198
972,Same,same,ADJ,3,2,0.002004008016032064,0.00062015503875969,0.8116974341346661,0.3676188792166787,0.7521743315904899,0.38578869649023273,1.3605168077137426,0.1737314022807594
973,useful,useful,ADJ,77,165,0.05143620574482298,0.05116279069767442,0.009961717771723985,0.9204964348979644,0.009944667309902844,0.9205642776944857,0.034817012426700225,0.9722271271490477
974,studing,stud,VERB,3,17,0.002004008016032064,0.005271317829457364,1.7743999188923327,0.18283849047090828,1.9742415975549656,0.159998359160421,-1.3587449109439629,0.17429236182838903
975,process,process,NOUN,108,247,0.07214428857715431,0.0765891472868217,0.09294554558194411,0.7604653792479475,0.09335611904717478,0.7599531310861136,-0.4193006838405611,0.6750154783119564
976,processes,process,NOUN,11,19,0.007348029392117568,0.005891472868217054,0.1895031898686426,0.6633304302614238,0.18576803664336783,0.666462435004092,0.5347191342163549,0.5928692753106184
977,life,life,NOUN,544,1147,0.3633934535738143,0.35565891472868216,0.5366359722408879,0.4638302421562014,0.5341197066401229,0.46487998026974386,0.2721649506546091,0.7855070946308519
978,lifes,life,NOUN,34,52,0.022712090848363394,0.01612403100775194,2.333387193454849,0.12662607764865733,2.2456658979939927,0.13398921728142404,1.403111702992734,0.16064930906092006
979,lives,life,NOUN,93,230,0.06212424849699399,0.07131782945736434,0.8408387416798118,0.35915700043554266,0.8529848927625086,0.3557092952747115,-0.8901045970792141,0.3734550899618382
980,Life,life,NOUN,3,4,0.002004008016032064,0.00124031007751938,0.06301626754006207,0.8017905967888708,0.06155575796856949,0.8040536864174681,0.6345955684585433,0.5257229758417041
981,Moreover,moreover,ADV,270,849,0.18036072144288579,0.26325581395348835,26.50548272741823,2.627912089898824e-07,27.79706224838867,1.3473053953254834e-07,-5.591085790936752,2.3836252783325558e-08
982,moreover,moreover,ADV,19,29,0.012692050768203072,0.008992248062015503,1.1657699436510391,0.28027211101371063,1.1239474215040417,0.2890700569967227,1.1552292457178448,0.2480550391774808
983,influence,influence,VERB,13,51,0.008684034736138945,0.01581395348837209,3.107922456693893,0.07791228352594375,3.3426095556545548,0.06750746612574042,-1.8577737345631506,0.06326338134881787
984,influence,influence,VERB,30,94,0.02004008016032064,0.029147286821705427,2.6010234121443485,0.10679473275318183,2.7191853381944675,0.09914860760859978,-1.6299395104288819,0.10318100783764182
985,influenced,influence,VERB,15,24,0.01002004008016032,0.0074418604651162795,0.6238101578052438,0.4296349214652915,0.6051246481999906,0.43662939383596,0.8473905957577085,0.39682040960275644
986,influences,influence,VERB,9,25,0.006012024048096192,0.007751937984496124,0.17981441894362388,0.6715327744793216,0.18360422514272834,0.6682939495778846,-0.6579019561445326,0.5106332177126727
987,influencing,influence,VERB,3,3,0.002004008016032064,0.0009302325581395349,0.29898366262368814,0.5845202755874729,0.2845780593122009,0.5937161741347246,0.9636968313270567,0.3352473126537552
988,influenced,influence,VERB,1,6,0.0006680026720106881,0.0018604651162790699,0.31803335583930953,0.5727919299031987,0.3410618148832383,0.5592169625665919,-0.9909386590364878,0.32176632947583306
989,behavior,behavior,NOUN,29,79,0.019372077488309953,0.024496124031007753,0.8029794946462658,0.37020403995780393,0.8233372773272887,0.36420622779555567,-0.8091945783197713,0.41844402066540887
990,For,For,ADP,495,1082,0.3306613226452906,0.3355038759689922,0.001355097902836898,0.9706351814459921,0.0013547616249389716,0.9706388235788155,-0.24480586920890088,0.8066173909159958
991,own,own,ADJ,274,453,0.18303273213092852,0.14046511627906977,13.433784086727393,0.0002471331103917955,13.005680619388656,0.0003105474463262632,2.5533676607517353,0.010699853904728853
992,experience,experience,NOUN,99,150,0.06613226452905811,0.046511627906976744,7.86670152748366,0.005035342099769188,7.551624674856662,0.005995599388730543,1.9058300201372111,0.05673295224640293
993,experiences,experience,NOUN,22,44,0.014696058784235137,0.013643410852713178,0.048850935024034335,0.8250749321797768,0.048503707069950774,0.8256876943990117,0.1975084136986163,0.8434382026741906
994,comparison,comparison,NOUN,85,209,0.05678022712090848,0.06480620155038759,0.6809812487530476,0.4092490393346847,0.6902322717174574,0.40608538773407776,-0.9511226379848191,0.34159082369107985
995,comparisons,comparison,NOUN,3,7,0.002004008016032064,0.0021705426356589145,0.06317174619729272,0.801551327924026,0.06192653836924367,0.8034764774432586,-0.11581085410701046,0.9078073746928242
996,very,very,ADV,486,1049,0.3246492985971944,0.32527131782945734,0.07057935540072209,0.7904950999083736,0.07045193362043456,0.790679898545229,-0.026066238259571998,0.9792056077991442
997,Very,very,ADV,2,7,0.0013360053440213762,0.0021705426356589145,0.052322622109057686,0.8190699253162949,0.053483223539120384,0.8171094003433692,-0.6117017826813933,0.5407645436127627
998,:,:,PUNCT,505,926,0.33734134936539745,0.28713178294573644,10.320886349410305,0.0013153310474985375,10.105106233571945,0.0014785906941822413,2.22893422427758,0.02586518046279764
999,school,school,NOUN,370,766,0.24716098864395458,0.23751937984496124,0.7756459079576745,0.3784760926061238,0.7703522295906247,0.3801081093405294,0.37035554784519115,0.7111342084592279
1000,schools,school,NOUN,80,202,0.053440213760855046,0.06263565891472868,1.0041965776854072,0.31629718516513883,1.0213191415015341,0.3122063093282936,-0.8952962360942254,0.3706744054955391
1001,Schools,school,NOUN,7,3,0.004676018704074816,0.0009302325581395349,5.275781897216961,0.021624073964926955,4.7747647008362275,0.028879792787286654,2.606750637276393,0.009169337503293224
1002,School,school,NOUN,2,5,0.0013360053440213762,0.0015503875968992248,0.06301871412566705,0.8017868292663739,0.061558114686621535,0.8040500117988012,-0.17813414792760027,0.8586252692320537
1003,educated,educate,VERB,2,5,0.0013360053440213762,0.0015503875968992248,0.06301871412566705,0.8017868292663739,0.061558114686621535,0.8040500117988012,-0.17813414792760027,0.8586252692320537
1004,educate,educate,VERB,14,27,0.009352037408149633,0.008372093023255815,0.04958440130051393,0.8237880305998992,0.0491373021779693,0.8245712891405362,0.3221872791028866,0.7473250896439249
1005,educated,educate,VERB,18,54,0.012024048096192385,0.01674418604651163,1.0570430310634886,0.30389057114403734,1.0961692408131611,0.2951083354940201,-0.8498087172438954,0.39547454436743656
1006,educate,educate,VERB,2,3,0.0013360053440213762,0.0009302325581395349,0.004013698331471316,0.9494848110256604,0.004045149968677275,0.9492875425532621,0.398858686034665,0.6900153754750984
1007,educating,educate,VERB,2,7,0.0013360053440213762,0.0021705426356589145,0.052322622109057686,0.8190699253162949,0.053483223539120384,0.8171094003433692,-0.6117017826813933,0.5407645436127627
1008,changes,change,VERB,23,45,0.015364061456245824,0.013953488372093023,0.0995188203084149,0.7524078342971345,0.09853515565547344,0.7535946364935246,0.36769941685694296,0.7131138620805603
1009,change,change,VERB,134,311,0.0895123580494322,0.09643410852713179,0.245359574570154,0.6203616653113515,0.2469441848633629,0.6192350376116671,-0.6233557818685065,0.5330808683020591
1010,changing,change,VERB,52,97,0.03473613894455578,0.03007751937984496,0.7315239510655395,0.392389662228274,0.7186957928134703,0.39657204621805675,0.7752146496414447,0.4382516682030335
1011,changed,change,VERB,95,211,0.06346025384101536,0.06542635658914729,0.0015608585743618006,0.9684856124289362,0.0015618072679267625,0.9684760416071847,-0.22632894148266836,0.8209553905650468
1012,changed,change,VERB,41,79,0.02738810955243821,0.024496124031007753,0.3310461364188227,0.5650437334082745,0.3266176859663057,0.5676575374491049,0.5428898441008245,0.5872312827435894
1013,change,change,VERB,11,26,0.007348029392117568,0.00806201550387597,0.0009324861896809667,0.9756390750206415,0.0009337501778373669,0.9756225750889986,-0.2202564391023628,0.8256809692772193
1014,uncomfortable,uncomfortable,ADJ,5,14,0.0033400133600534404,0.004341085271317829,0.04947296442286534,0.8239829053923812,0.05018795253201225,0.8227365445783085,-0.5055446311525575,0.6131999657556453
1015,worse,bad,ADJ,41,83,0.02738810955243821,0.02573643410852713,0.10464040831633938,0.7463304667181984,0.10384776988673439,0.747260126400134,0.2861838988565442,0.7747498346567054
1016,bad,bad,ADJ,215,390,0.14362057448229792,0.12093023255813953,4.819861317896413,0.028133608751221856,4.714281550657425,0.029913062761115702,1.5302963810939234,0.12601039700945668
1017,worst,bad,ADJ,16,25,0.01068804275217101,0.007751937984496124,0.8030994000105127,0.37016831247334525,0.7768245014037776,0.3781140829619465,0.9654207034177128,0.334383596305476
1018,Bad,bad,ADJ,1,2,0.0006680026720106881,0.00062015503875969,0.2992472856846057,0.5843546902274551,0.33586040454318455,0.5622284770090515,0.06070462394226453,0.9515970191751798
1019,earlier,early,ADJ,1,6,0.0006680026720106881,0.0018604651162790699,0.31803335583930953,0.5727919299031987,0.3410618148832383,0.5592169625665919,-0.9909386590364878,0.32176632947583306
1020,early,early,ADJ,12,43,0.008016032064128256,0.013333333333333334,1.8853229808270218,0.16973038754899317,2.000015642399159,0.1572975837405111,-1.3369835214796082,0.18129244801497005
1021,earliest,early,ADJ,0,6,0.0,0.0018604651162790699,1.4732131986622516,0.2248394068579647,1.850926530163282,0.1736756718625591,-1.6700675782727266,0.0949723000813912
1022,next,next,ADJ,90,154,0.06012024048096192,0.047751937984496125,3.266209962265565,0.07072083324521816,3.1757925998686183,0.0747369428186776,1.5450739769979238,0.1223954106071292
1023,Next,next,ADJ,6,15,0.004008016032064128,0.004651162790697674,0.001276095562207988,0.9715036457109169,0.0012787888667496472,0.9714736024157462,-0.30899856589099706,0.7573362558162751
1024,related,relate,VERB,12,46,0.008016032064128256,0.014263565891472868,2.5697953058741234,0.1089218251321263,2.7529552517919242,0.09707485344060517,-1.6259493373552993,0.10402719142895597
1025,relate,relate,VERB,0,6,0.0,0.0018604651162790699,1.4732131986622516,0.2248394068579647,1.850926530163282,0.1736756718625591,-1.6700675782727266,0.0949723000813912
1026,relates,relate,VERB,1,9,0.0006680026720106881,0.0027906976744186047,1.2373919881035038,0.26597427393609185,1.4147300222172436,0.23427276694030041,-1.476495020575104,0.13987776143951908
1027,competition,competition,NOUN,31,85,0.020708082832331328,0.02635658914728682,0.9326865798225129,0.33416579068550845,0.9573681201697237,0.3278508699767344,-0.8024380024523498,0.42234003806020304
1028,competitions,competition,NOUN,24,90,0.01603206412825651,0.027906976744186046,5.113577455899294,0.0237393212093411,5.480851327638199,0.01922589329353342,-1.6730868766631652,0.09437646234839621
1029,secret,secret,ADJ,2,4,0.0013360053440213762,0.00124031007751938,0.11121163717644908,0.7387688984002831,0.11591515322434787,0.7335077726587498,0.08587663746049962,0.9315681259242956
1030,move,move,VERB,19,63,0.012692050768203072,0.01953488372093023,2.163547864419608,0.1413180657301384,2.276017666386279,0.1313888557948467,-1.392529081235763,0.1638278352423912
1031,moved,move,VERB,7,12,0.004676018704074816,0.0037209302325581397,0.07411364577793393,0.7854388596505144,0.07294618264041808,0.7870944694569619,0.42027209152897493,0.6743058264137854
1032,move,move,VERB,37,120,0.024716098864395457,0.037209302325581395,4.027666754093158,0.044759803908740035,4.233571068453454,0.0396319714521279,-1.7511581667110145,0.07998362199332992
1033,Moving,move,VERB,6,15,0.004008016032064128,0.004651162790697674,0.001276095562207988,0.9715036457109169,0.0012787888667496472,0.9714736024157462,-0.3089985658909971,0.7573362558162751
1034,moving,move,VERB,37,160,0.024716098864395457,0.04961240310077519,13.80659089728652,0.00020262417098863755,15.130039984835747,0.00010035366186616561,-2.850412478276716,0.004385190654473431
1035,moved,move,VERB,4,37,0.0026720106880427524,0.011472868217054264,7.884923207602666,0.004984859485853437,9.497797429544189,0.0020571869674419316,-2.484268643296627,0.0130162043360618
1036,moves,move,VERB,0,5,0.0,0.0015503875968992248,1.0560607871918832,0.30411535062626105,1.2908846663119147,0.2558849819292943,-1.5243193912604553,0.12749594112424645
1037,ready,ready,ADJ,22,45,0.014696058784235137,0.013953488372093023,0.01873608293141781,0.8911257963201519,0.01865335253462197,0.8913649386630628,0.17384401256938467,0.8619955090827466
1038,help,help,NOUN,68,148,0.04542418169672679,0.045891472868217056,0.0004111254792078864,0.9838230180692538,0.0004112781186522696,0.9838200157280266,-0.059453353622895055,0.9525935350418017
1039,extent,extent,NOUN,15,21,0.01002004008016032,0.0065116279069767444,1.3448201916844291,0.24618570319359973,1.287095360997725,0.25658392941401986,1.2550155131893534,0.20953526252884921
1040,objective,objective,ADJ,3,5,0.002004008016032064,0.0015503875968992248,1.5229472456406772e-05,0.9968862668595195,1.523522066868531e-05,0.9968856792942027,0.3526186611909321,0.724390090035951
1041,results,result,NOUN,94,226,0.06279225116900468,0.07007751937984497,0.4726812221145582,0.4917562601754798,0.47775703916267354,0.48944004607851466,-0.7057289549616362,0.48039153936515133
1042,result,result,NOUN,124,288,0.08283233132932531,0.08930232558139535,0.22979445633636036,0.631676277903237,0.2312873771843229,0.630570896424673,-0.5963617468669086,0.5509621885100555
1043,professions,profession,NOUN,8,45,0.005344021376085505,0.013953488372093023,5.750225588059167,0.016486539503400465,6.497788339965599,0.010800876650624052,-2.110196660727709,0.03489390324935503
1044,profession,profession,NOUN,15,47,0.01002004008016032,0.014573643410852714,1.1491114768466915,0.2837352258748139,1.1977070237424323,0.27378045244785054,-1.0839495163179875,0.27844254809148417
1045,self,self,NOUN,32,60,0.02137608550434202,0.018604651162790697,0.36596577711904166,0.545211519421813,0.36014834876868385,0.5484238579419836,0.5747679465863249,0.5654756409889431
1046,conclusion,conclusion,NOUN,248,567,0.16566466265865062,0.1758139534883721,0.2565541243734973,0.612497462947357,0.2577981029095451,0.6116369390535394,-0.8486389748442936,0.3961252485158653
1047,conclusions,conclusion,NOUN,6,1,0.004008016032064128,0.000310077519379845,7.268205242277049,0.007018590207117996,6.624872239153276,0.010056435624614134,3.075752365889984,0.002111739918939697
1048,right,right,ADJ,117,194,0.0781563126252505,0.06015503875968992,5.459969236982613,0.019456989323527164,5.289696733657131,0.02145195543970964,2.0175134853143244,0.043698445410626584
1049,choise,choise,NOUN,7,12,0.004676018704074816,0.0037209302325581397,0.07411364577793393,0.7854388596505144,0.07294618264041808,0.7870944694569619,0.45869010446137265,0.6464778406715204
1050,choises,choise,NOUN,2,2,0.0013360053440213762,0.00062015503875969,0.0711660993371736,0.7896464466919003,0.06893279682102205,0.7928970103895325,0.7866625540225382,0.4315189241816746
1051,case,case,NOUN,133,307,0.08884435537742151,0.0951937984496124,0.19360440718165298,0.6599334800862592,0.1947184941127631,0.6590181314718184,-0.5953184819233116,0.5516591446228805
1052,cases,case,NOUN,79,126,0.052772211088844355,0.03906976744186046,4.641019699085161,0.031216448996635955,4.479471427481553,0.03430432885792481,1.9766225034106542,0.04814243545363214
1053,general,general,ADJ,107,227,0.07147628590514363,0.0703875968992248,0.05083632892311711,0.8216143372182102,0.05067004054548008,0.8219014281991204,0.1091183610334073,0.9131132503675126
1054,among,among,ADP,292,585,0.19505678022712092,0.1813953488372093,1.5087786529002327,0.2193255477253535,1.4926790451486056,0.22180125568821055,0.7137527448411516,0.47541537564054726
1055,Among,among,ADP,6,15,0.004008016032064128,0.004651162790697674,0.001276095562207988,0.9715036457109169,0.0012787888667496472,0.9714736024157462,-0.3089985658909971,0.7573362558162751
1056,citizens,citizen,NOUN,93,171,0.06212424849699399,0.053023255813953486,1.7017296425504793,0.19206193285980164,1.6678850189538466,0.19654205835459274,0.9981968030076065,0.31823510615315576
1057,citizen,citizen,NOUN,15,15,0.01002004008016032,0.004651162790697674,4.040046397784025,0.04443260012020321,3.760825171968065,0.052466680105243,2.02926077313564,0.04248774156191089
1058,age,age,NOUN,577,1051,0.385437541750167,0.32589147286821707,12.69040722432028,0.0003675362196456651,12.415568293077143,0.0004257694266108776,1.6416520028551398,0.1007287648747508
1059,ages,age,NOUN,116,261,0.07748830995323981,0.08093023255813954,0.02975091676429114,0.8630566139907596,0.029822524968725173,0.8628935367037733,-0.2675110744068063,0.7890873767788308
1060,(,(,PUNCT,626,1486,0.4181696726786907,0.4607751937984496,2.6691054522749686,0.10231351568629068,2.695481701191497,0.10063307146932132,-1.2140260614750076,0.22479851194872244
1061,),),PUNCT,637,1517,0.4255177020708083,0.4703875968992248,2.950134563426699,0.08587040779389675,2.9805290130516653,0.08427172422813563,-1.2616940880341707,0.20712123133275512
1062,mount,mount,NOUN,1,5,0.0006680026720106881,0.0015503875968992248,0.11120889790636322,0.7387719981274893,0.1159122548989745,0.733510977595563,-0.7919014971430933,0.42845790923863547
1063,made,made,VERB,3,1,0.002004008016032064,0.000310077519379845,1.8087176208968894,0.17866213990406293,1.6398883681654888,0.20034078514946463,1.519961733948762,0.1285875735717013
1064,th,th,DET,2,3,0.0013360053440213762,0.0009302325581395349,0.004013698331471316,0.9494848110256604,0.004045149968677275,0.9492875425532621,0.398858686034665,0.6900153754750984
1065,th,th,DET,4,4,0.0026720106880427524,0.00124031007751938,0.575230693922356,0.44818783231503845,0.5433274150483662,0.46105699983079984,1.113053847212484,0.26574198525340814
1066,group,group,NOUN,428,608,0.2859051436205745,0.18852713178294572,47.64398500881791,5.11088093710128e-12,45.42406002851331,1.5867315792694577e-11,3.503063480576918,0.0004642043509491502
1067,groups,group,NOUN,247,386,0.16499665998663995,0.11968992248062016,17.112449235151683,3.523061508918303e-05,16.47066332764659,4.94087079943924e-05,2.7087713826414346,0.006777652032700716
1068,represented,represent,VERB,17,40,0.011356045424181697,0.012403100775193798,0.009930406284731486,0.9206210666076015,0.009966091940794897,0.9204790397865988,-0.2704903372620256,0.7867948762263257
1069,represents,represent,VERB,39,82,0.026052104208416832,0.025426356589147287,0.014299774013824354,0.9048145466534467,0.014258484542597705,0.9049514134067426,0.12349491093341705,0.9017204621338745
1070,representing,represent,VERB,5,12,0.0033400133600534404,0.0037209302325581397,0.008532905785738933,0.9264011114916264,0.00848271365488007,0.9266172787144135,-0.18286881536812827,0.8549088059709861
1071,represented,represent,VERB,1,6,0.0006680026720106881,0.0018604651162790699,0.31803335583930953,0.5727919299031987,0.3410618148832383,0.5592169625665919,-0.8737614057975922,0.38229265446655014
1072,represent,represent,VERB,20,36,0.013360053440213761,0.011162790697674419,0.3202879656132992,0.5714346395545684,0.31425823690153853,0.5750788406695962,0.597181452752306,0.5504148857811466
1073,represent,represent,VERB,7,7,0.004676018704074816,0.0021705426356589145,1.4869876670125504,0.22268442912596778,1.3920891403549827,0.23805261048177828,1.4735152667316342,0.14067883455131674
1074,noticed,notice,VERB,37,116,0.024716098864395457,0.035968992248062014,3.2929022428818437,0.06957993281461092,3.444747990520824,0.06345309763708072,-1.8853565074734084,0.05944308886440009
1075,notice,notice,VERB,46,103,0.03072812291249165,0.03193798449612403,0.0007761218764171673,0.9777746376951685,0.0007765987122114737,0.9777678130719825,-0.2048714325072279,0.8376814091918294
1076,noticed,notice,VERB,3,3,0.002004008016032064,0.0009302325581395349,0.29898366262368814,0.5845202755874729,0.2845780593122009,0.5937161741347246,0.834432700065092,0.4040794258967966
1077,notice,notice,VERB,6,9,0.004008016032064128,0.0027906976744186047,0.1998117262541114,0.6548728580876851,0.1942905396898802,0.6593693736770873,0.6495197822029858,0.5160340699414168
1078,noticing,notice,VERB,7,8,0.004676018704074816,0.00248062015503876,1.0074875342333887,0.31550550131944216,0.9530217525065394,0.3289513270883806,1.2474236664517946,0.2123040809236841
1079,tendency,tendency,NOUN,115,347,0.07682030728122913,0.1075968992248062,8.560225974835527,0.0034358677061949137,8.92203219439807,0.0028175082674848284,-2.8372349618512605,0.00457001609539461
1080,tendencies,tendency,NOUN,15,42,0.01002004008016032,0.013023255813953489,0.45002749945637316,0.5023218955975475,0.4618188622265631,0.49677515014949825,-0.8227267482969921,0.41070496249935107
1081,growth,growth,NOUN,132,244,0.08817635270541083,0.07565891472868216,2.3402474911349085,0.12606952312526734,2.2944560155698035,0.12983669258495054,1.13408995959136,0.25681440938626743
1082,growths,growth,NOUN,1,3,0.0006680026720106881,0.0009302325581395349,0.07116809410598467,0.7896435679066302,0.0689346901394331,0.7928942310025453,-0.28815343518710945,0.7732419430538416
1083,after,after,ADP,211,520,0.1409485637942552,0.16124031007751938,1.9255600638423735,0.16524501586044985,1.9535360215203426,0.16220631977400085,-1.3920453404813038,0.1639742534046749
1084,mark,mark,NOUN,16,29,0.01068804275217101,0.008992248062015503,0.20502369459003555,0.6506960601227111,0.2015508709244962,0.6534719291579403,0.4953028157751073,0.620409440768273
1085,marks,mark,NOUN,15,27,0.01002004008016032,0.008372093023255815,0.20118165840232996,0.6537687313160618,0.197693423353845,0.6565891254267502,0.4611617764346982,0.6447037919610161
1086,remained,remain,VERB,46,115,0.03072812291249165,0.03565891472868217,0.442652395168217,0.5058450276286756,0.4492347222133226,0.502698596765554,-0.741337565497622,0.4585256716606142
1087,remains,remain,VERB,36,70,0.02404809619238477,0.021705426356589147,0.2334576679392799,0.6289717879077252,0.23065155777107194,0.6310411285556378,0.46666097048867317,0.6407639956958081
1088,remain,remain,VERB,17,52,0.011356045424181697,0.01612403100775194,1.1362831228852794,0.2864390945339619,1.1811843187479365,0.27711502364327967,-1.1568983819856264,0.24737242585797803
1089,remain,remain,VERB,23,43,0.015364061456245824,0.013333333333333334,0.2366134556852883,0.6266628268205185,0.2330312829069041,0.6292852304872704,0.5016728955129445,0.6159210318634158
1090,remaining,remain,VERB,11,9,0.007348029392117568,0.0027906976744186047,4.173610711402262,0.0410582115934098,3.8441435066345315,0.04992001178901775,2.2445678971945004,0.024842025477443533
1091,remained,remain,VERB,2,10,0.0013360053440213762,0.0031007751937984496,0.6128324067028881,0.4337233477753051,0.6606167960617713,0.4163422755110412,-1.0373632181387962,0.2996197534799119
